attracted 1
study 7
crime 6
occupied 1
immense 3
faculties 1
extraordinary 8
powers 4
observation 3
clues 2
clearing 3
mysteries 2
abandoned 1
hopeless 1
official 4
police 8
vague 2
account 5
doings 1
summons 1
odessa 1
trepoff 1
murder 2
singular 7
tragedy 1
atkinson 1
brothers 1
trincomalee 1
mission 1
accomplished 1
delicately 1
reigning 3
family 6
holland 2
signs 2
activity 1
merely 5
shared 1
readers 1
daily 1
press 2
knew 7
friend 12
companionone 1
nightit 1
twentieth 1
1888i 1
returning 1
journey 1
patient 1
returned 6
civil 1
practice 4
led 3
passed 3
wellremembered 1
door 25
associated 2
wooing 1
dark 8
incidents 1
scarlet 2
seized 4
desire 2
know 42
employing 1
rooms 2
brilliantly 1
lit 4
looked 18
tall 1
spare 3
figure 4
pass 1
twice 11
silhouette 1
blind 1
pacing 2
room 15
swiftly 3
eagerly 2
head 13
sunk 1
chest 3
hands 12
clasped 1
mood 2
habit 3
attitude 1
manner 5
told 9
story 4
work 14
risen 3
drugcreated 1
dreams 1
hot 3
scent 1
problem 7
rang 2
bell 5
chamber 2
ownhis 1
effusive 1
glad 3
think 27
word 6
kindly 3
eye 5
waved 2
armchair 8
threw 3
cigars 2
indicated 2
spirit 1
gasogene 1
corner 10
stood 6
introspective 2
fashionwedlock 1
suits 1
remarked 22
watson 20
pounds 3
youseven 1
answeredindeed 1
thought 17
trifle 1
fancy 2
observe 7
tell 17
intended 1
harnessthen 1
knowi 1
deduce 4
wet 1
clumsy 1
careless 1
servant 3
girlmy 1
dear 15
burned 1
lived 1
centuries 1
ago 4
true 7
walk 7
thursday 2
home 12
dreadful 2
mess 1
changed 2
clothes 3
imagine 6
mary 5
jane 1
incorrigible 1
wife 3
notice 2
fail 3
outhe 1
chuckled 3
rubbed 1
nervous 2
togetherit 1
simplicity 1
left 25
shoe 1
firelight 1
strikes 1
leather 2
scored 2
parallel 2
cuts 1
obviously 1
caused 1
carelessly 1
scraped 1
edges 1
sole 1
order 4
crusted 1
mud 1
deduction 3
vile 1
weather 1
malignant 1
bootslitting 1
specimen 1
london 10
slavey 1
gentleman 14
walks 2
smelling 1
iodoform 1
black 15
mark 4
nitrate 1
silver 1
right 30
forefinger 4
bulge 1
tophat 3
secreted 1
stethoscope 1
dull 2
pronounce 1
active 1
member 2
medical 1
professioni 1
help 11
laughing 5
ease 1
explained 2
process 2
hear 10
reasons 4
appears 1
ridiculously 1
easily 3
successive 1
instance 3
baffled 1
explain 2
believe 7
yoursquite 1
answered 19
lighting 1
cigarette 2
throwing 2
distinction 1
example 3
steps 9
lead 4
hall 5
roomfrequentlyhow 1
oftenwell 1
timesthen 1
therehow 1
dont 9
knowquite 1
observed 9
point 11
seventeen 1
interested 7
problems 2
chronicle 5
trifling 1
experiences 1
sheet 4
pinktinted 1
notepaper 2
lying 2
open 14
table 6
post 4
aloudthe 1
undated 1
signature 4
addressthere 1
tonight 4
quarter 4
oclock 10
desires 1
consult 5
matter 28
deepest 1
moment 5
services 2
royal 4
houses 4
europe 3
safely 2
trusted 1
matters 7
importance 6
exaggerated 1
quarters 2
received 3
hour 6
amiss 1
visitor 9
wear 4
maskthis 1
mystery 7
meansi 1
data 2
capital 1
mistake 2
theorise 1
insensibly 1
twist 1
suit 5
theories 2
iti 3
carefully 1
examined 2
writing 3
paper 13
writtenthe 1
wrote 7
presumably 1
endeavouring 1
imitate 1
companions 2
processes 1
bought 2
crown 2
packet 1
peculiarly 1
stiffpeculiarthat 1
english 3
hold 2
lighti 1
woven 1
texture 1
paperwhat 1
asked 21
holmesthe 1
maker 1
monogram 1
rathernot 1
stands 2
gesellschaft 1
german 6
company 3
customary 1
contraction 1
course 14
papier 1
glance 5
continental 1
gazetteer 1
took 20
heavy 8
brown 6
volume 2
shelves 2
eglow 1
eglonitzhere 1
egria 1
germanspeaking 1
countryin 1
bohemia 7
carlsbad 1
remarkable 10
scene 5
death 2
wallenstein 1
numerous 1
glassfactories 1
papermills 1
ha 2
boy 3
sparkled 2
triumphant 1
cloud 1
cigarettethe 1
saidprecisely 1
peculiar 5
construction 1
sentencethis 1
frenchman 1
russian 1
uncourteous 1
verbs 1
remains 1
discover 1
wanted 5
writes 1
prefers 1
wearing 2
mask 4
face 24
mistaken 1
resolve 2
doubtsas 2
sharp 5
sound 7
horses 3
hoofs 1
grating 1
wheels 3
curb 1
pull 1
whistleda 1
pair 4
continued 4
glancing 8
window 11
nice 2
brougham 3
beauties 1
guineas 1
apiece 1
theres 4
money 8
elsei 1
holmesnot 1
bit 4
doctor 14
stay 3
lost 5
boswell 1
promises 2
interesting 6
pity 2
itbut 1
clientnever 1
sit 5
attentiona 1
slow 2
step 5
stairs 1
passage 6
paused 2
loud 1
authoritative 1
tapcome 1
holmesa 1
entered 6
feet 2
inches 2
height 2
limbs 2
hercules 1
dress 5
rich 4
richness 1
england 2
bad 4
taste 2
bands 1
astrakhan 1
slashed 1
sleeves 4
fronts 1
doublebreasted 1
coat 2
deep 6
cloak 2
thrown 1
shoulders 4
lined 2
flamecoloured 2
silk 2
secured 1
neck 3
brooch 1
consisted 1
flaming 2
boots 5
extended 1
halfway 2
calves 1
trimmed 1
tops 1
fur 2
completed 2
impression 1
barbaric 1
opulence 1
suggested 2
appearance 4
carried 4
broadbrimmed 3
hat 8
hand 23
wore 3
upper 1
extending 1
cheekbones 1
vizard 1
raised 1
appeared 8
character 5
hanging 3
lip 1
straight 1
chin 1
suggestive 2
resolution 1
pushed 5
length 1
obstinacyyou 1
harsh 1
voice 5
marked 2
accent 1
uncertain 1
addresspray 1
seat 1
colleague 1
dr 3
occasionally 3
cases 7
honour 3
addressyou 1
address 10
count 3
kramm 1
nobleman 1
understand 12
discretion 2
trust 5
extreme 5
prefer 1
communicate 1
alonei 1
rose 3
caught 6
wrist 4
chair 14
methe 1
shrugged 3
broad 4
binding 1
absolute 3
secrecy 1
years 12
present 8
weight 2
influence 2
european 1
historyi 1
promise 3
holmesand 1
iyou 1
excuse 5
strange 9
august 1
person 7
employs 1
wishes 2
agent 7
unknown 1
confess 2
title 2
called 10
exactly 2
owni 1
aware 4
drylythe 1
circumstances 2
delicacy 4
precaution 2
quench 1
grow 1
seriously 3
compromise 1
families 1
speak 4
plainly 1
implicates 1
house 23
ormstein 2
hereditary 2
kings 2
bohemiai 1
murmured 3
settling 1
closing 3
eyesour 1
glanced 4
apparent 1
surprise 5
languid 2
lounging 3
depicted 1
incisive 3
energetic 2
slowly 2
reopened 1
impatiently 1
gigantic 1
clientif 1
majesty 16
condescend 1
state 1
able 10
advise 1
youthe 1
paced 3
uncontrollable 1
agitation 1
gesture 2
desperation 1
tore 3
hurled 1
ground 3
cried 13
king 20
attempt 5
conceal 2
itwhy 1
addressing 1
wilhelm 1
gottsreich 1
sigismond 1
grand 1
duke 2
casselfelstein 1
bohemiabut 1
sitting 1
passing 3
white 9
forehead 2
accustomed 3
business 28
confide 2
putting 4
power 2
incognito 1
prague 1
purpose 2
consulting 1
youthen 1
pray 4
shutting 1
morethe 2
lengthy 1
visit 3
warsaw 1
acquaintance 1
wellknown 1
adventuress 1
familiar 2
youkindly 1
look 16
index 2
opening 3
adopted 1
docketing 1
paragraphs 1
concerning 1
men 18
difficult 4
subject 5
furnish 1
biography 1
sandwiched 1
hebrew 1
rabbi 1
staffcommander 1
monograph 2
deepsea 1
fisheslet 1
hum 2
born 1
jersey 1
1858 1
contraltohum 1
scala 1
prima 1
donna 1
imperial 1
opera 1
warsawyes 1
retired 2
operatic 1
stageha 1
living 3
londonquite 1
entangled 1
young 11
compromising 1
letters 15
desirous 1
backprecisely 1
howwas 1
secret 1
marriagenoneno 1
papers 5
certificatesnonethen 1
produce 1
blackmailing 1
purposes 1
prove 3
authenticitythere 1
writingpooh 1
pooh 1
forgerymy 1
private 3
notepaperstolenmy 1
sealimitatedmy 1
photographboughtwe 1
photographoh 1
committed 2
indiscretioni 1
madinsaneyou 1
compromised 1
seriouslyi 1
prince 1
nowit 1
recoveredwe 1
tried 2
failedyour 1
pay 7
boughtshe 1
sellstolen 1
thenfive 1
attempts 3
burglars 1
ransacked 2
diverted 1
luggage 1
travelled 2
waylaid 2
resultno 1
sign 4
itabsolutely 1
noneholmes 1
laughed 5
pretty 4
hebut 1
reproachfullyvery 1
propose 1
photographto 1
ruin 2
mebut 3
howi 1
marriedso 1
heardto 1
clotilde 1
lothman 1
saxemeningen 1
daughter 1
scandinavia 1
strict 2
principles 1
shadow 1
conduct 2
bring 6
endand 1
adlerthreatens 1
photograph 15
steel 2
beautiful 2
women 4
resolute 2
marry 3
lengths 1
gononeyou 1
yeti 2
sureand 1
whybecause 1
betrothal 1
publicly 1
proclaimed 1
mondayoh 1
days 5
yawn 1
fortunate 3
presentcertainly 1
langham 1
krammthen 1
drop 2
line 5
progresspray 1
anxietythen 1
moneyyou 1
carte 1
blancheabsolutelyi 1
provinces 1
kingdom 2
photographand 1
expensesthe 1
chamois 1
bag 1
laid 5
tablethere 1
gold 6
saidholmes 1
scribbled 1
receipt 1
notebook 1
handed 1
himand 2
mademoiselles 1
askedis 1
briony 11
lodge 10
serpentine 3
avenue 3
st 9
johns 1
woodholmes 1
question 8
cabinetit 1
wasthen 1
goodnight 3
news 2
added 1
rolled 1
tomorrow 5
afternoon 6
chat 1
youiiat 1
precisely 1
landlady 3
informed 1
shortly 1
morning 23
sat 9
intention 2
awaiting 1
inquiry 2
surrounded 1
grim 1
features 2
crimes 4
recorded 1
exalted 1
station 3
client 8
investigation 2
masterly 1
grasp 1
situation 1
pleasure 2
quick 7
subtle 2
methods 3
disentangled 1
inextricable 1
invariable 1
success 3
possibility 2
failing 1
ceased 1
enter 2
headit 1
close 5
opened 6
drunkenlooking 1
groom 2
illkempt 1
sidewhiskered 1
inflamed 1
disreputable 1
walked 7
friends 6
amazing 1
disguises 1
nod 1
vanished 1
bedroom 3
emerged 3
minutes 14
tweedsuited 1
respectable 2
pockets 2
stretched 4
legs 2
heartily 2
minuteswell 1
choked 2
obliged 1
lie 3
limp 1
helpless 1
chairwhat 1
itits 1
funny 5
guess 2
employed 3
doingi 1
suppose 2
watching 2
habits 2
adlerquite 1
sequel 1
unusual 2
wonderful 3
sympathy 2
freemasonry 1
horsey 1
bijou 1
villa 1
garden 2
built 2
road 5
stories 1
chubb 1
lock 1
sittingroom 6
furnished 1
windows 3
floor 6
preposterous 3
fasteners 1
child 1
reached 4
coachhouse 1
closely 2
view 2
interesti 1
lounged 2
expected 5
mews 1
lane 2
runs 1
wall 1
lent 1
ostlers 2
rubbing 1
exchange 1
twopence 2
glass 4
halfandhalf 1
fills 1
shag 1
tobacco 1
dozen 2
people 4
neighbourhood 2
biographies 1
compelled 3
listen 1
toand 1
askedoh 1
turned 7
heads 2
daintiest 1
bonnet 1
planet 1
serpentinemews 2
lives 1
quietly 5
sings 2
concerts 1
drives 2
returns 2
dinner 1
goes 1
male 3
deal 6
handsome 2
dashing 1
calls 1
godfrey 5
norton 6
inner 1
temple 4
advantages 1
cabman 4
confidant 1
driven 1
listened 5
plan 1
campaignthis 1
evidently 1
lawyer 3
sounded 1
ominous 2
relation 2
object 8
repeated 1
visits 1
mistress 2
transferred 1
issue 1
depended 1
continue 2
turn 5
gentlemans 1
chambers 1
widened 1
field 3
fear 5
bore 2
details 5
difficulties 1
situationi 1
answeredi 1
balancing 2
hansom 4
cab 7
drove 7
remarkably 2
aquiline 1
moustachedevidently 1
hurry 3
shouted 5
wait 5
brushed 1
maid 2
air 5
thoroughly 1
homehe 1
catch 3
glimpses 1
talking 1
excitedly 1
waving 2
arms 1
presently 2
looking 8
flurried 1
stepped 5
pulled 8
watch 6
pocket 5
earnestly 1
drive 5
devil 1
gross 1
hankeys 1
regent 1
church 8
monica 3
edgeware 2
guinea 1
minutesaway 1
wondering 1
neat 3
landau 4
coachman 3
halfbuttoned 2
tie 2
ear 3
tags 1
harness 1
sticking 1
buckles 1
hadnt 2
shot 3
glimpse 3
lovely 1
john 8
sovereign 3
reach 3
minutesthis 1
lose 4
run 1
perch 1
driver 1
shabby 1
fare 2
jumped 1
twentyfive 1
windmy 1
cabby 1
fast 1
faster 1
steaming 1
arrived 1
paid 1
hurried 4
surpliced 1
clergyman 5
expostulating 1
standing 4
knot 2
altar 3
aisle 1
idler 1
dropped 4
suddenly 9
faced 2
running 5
hard 4
thank 3
god 1
youll 1
wont 6
legali 1
halfdragged 1
mumbling 1
responses 1
whispered 4
vouching 1
assisting 1
secure 5
tying 1
spinster 1
bachelor 1
instant 7
thanking 1
lady 13
beamed 1
life 9
started 12
informality 1
license 1
absolutely 3
refused 1
witness 1
sort 6
lucky 1
saved 2
bridegroom 2
sally 1
streets 3
search 1
bride 1
mean 4
chain 4
memory 4
occasionthis 1
unexpected 1
affairs 1
thenwell 1
plans 3
menaced 1
immediate 1
departure 1
necessitate 1
measures 1
separated 1
driving 1
park 2
usual 3
directions 2
arrangementswhich 1
aresome 1
beef 1
beer 1
ringing 1
busy 2
food 1
busier 1
evening 8
cooperationi 1
delightedyou 1
breaking 2
lawnot 1
leastnor 1
chance 3
arrestnot 1
causeoh 1
cause 2
excellentthen 1
mani 1
rely 2
youbut 1
wishwhen 1
turner 1
brought 5
tray 1
hungrily 1
discuss 1
eat 1
hours 8
action 5
madame 1
meet 3
herand 1
thenyou 1
leave 8
arranged 3
occur 3
insist 1
interfere 3
understandi 1
neutralto 1
unpleasantness 1
join 2
conveyed 2
windowyesyou 1
visible 1
youyesand 1
raise 5
handsoyou 1
meentirelyit 1
formidable 6
cigarshaped 1
roll 1
ordinary 2
plumbers 1
smokerocket 2
fitted 1
cap 1
selflighting 1
task 1
confined 2
number 3
rejoin 1
hope 8
cleari 1
remain 3
neutral 1
signal 2
streetpreciselythen 1
entirely 1
methat 1
excellent 1
prepare 1
role 1
playhe 1
disappeared 2
amiable 1
simpleminded 1
nonconformist 1
baggy 2
trousers 3
sympathetic 2
smile 2
peering 1
benevolent 1
curiosity 1
hare 1
equalled 1
costume 2
expression 3
vary 1
fresh 1
assumed 1
stage 1
fine 3
actor 1
science 1
acute 2
specialist 1
crimeit 1
dusk 1
lamps 2
lighted 1
waiting 5
coming 6
occupant 1
pictured 1
succinct 1
description 3
locality 1
contrary 5
quiet 3
animated 2
group 1
shabbily 1
dressed 7
smoking 1
scissorsgrinder 2
wheel 1
guardsmen 3
flirting 1
nursegirl 1
welldressed 1
mouthsyou 1
fro 1
simplifies 1
doubleedged 1
weapon 2
chances 1
averse 1
princess 1
photographwhere 1
indeedit 1
carries 2
cabinet 1
size 3
easy 7
concealment 1
womans 4
knows 1
capable 2
searched 1
carry 3
herwhere 1
thenher 1
banker 1
inclined 1
naturally 1
secretive 1
secreting 1
guardianship 1
indirect 1
political 1
bear 1
remember 7
resolved 1
lay 6
housebut 1
burgledpshaw 1
lookbut 1
looki 1
lookwhat 1
theni 1
refuseshe 1
rumble 1
carriage 3
orders 1
letteras 1
gleam 1
sidelights 1
curve 1
smart 1
rattled 2
loafing 1
dashed 2
earning 1
elbowed 1
loafer 1
rushed 7
quarrel 1
broke 2
increased 1
sides 1
loungers 2
equally 1
blow 2
struck 2
centre 4
flushed 1
struggling 1
savagely 1
fists 1
sticks 1
crowd 4
protect 1
blood 2
freely 2
fall 1
heels 1
direction 3
watched 2
scuffle 1
crowded 2
attend 1
injured 3
superb 1
outlined 1
lights 1
streetis 1
poor 3
hurt 1
askedhe 1
dead 2
voicesno 1
hell 2
hospitalhes 1
brave 2
fellow 9
ladys 2
purse 1
gang 1
rough 1
ah 1
hes 7
breathing 2
nowhe 1
marmsurely 1
comfortable 2
sofa 1
pleaseslowly 1
solemnly 1
borne 1
principal 2
proceedings 1
blinds 2
drawn 2
couch 3
compunction 2
playing 3
ashamed 1
creature 1
conspiring 1
grace 1
kindliness 1
waited 3
blackest 1
treachery 1
draw 3
intrusted 1
hardened 1
heart 1
ulster 2
injuring 2
preventing 1
anotherholmes 1
motion 1
tossed 1
rocket 2
sooner 3
mouth 2
spectators 1
illgentlemen 1
maidsjoined 1
shriek 1
clouds 1
smoke 3
curled 3
rushing 1
figures 1
assuring 1
alarm 4
slipping 1
shouting 2
rejoiced 1
arm 2
uproar 1
silence 2
roadyou 1
nicely 2
rightyou 1
photographi 1
isand 1
outshe 1
wouldi 1
darki 2
wish 12
perfectly 4
accomplice 1
engaged 5
eveningi 1
guessed 1
muchthen 1
row 1
moist 1
red 11
paint 2
palm 2
fell 3
clapped 2
piteous 1
spectacle 1
trickthat 1
fathomthen 1
bound 1
suspected 2
determined 3
motioned 1
chancehow 1
youit 1
allimportant 1
thinks 1
instinct 1
rush 2
values 1
overpowering 1
impulse 1
advantage 2
darlington 1
substitution 1
arnsworth 1
castle 1
married 5
grabs 1
baby 1
unmarried 1
reaches 1
jewelbox 1
today 4
precious 1
quest 2
shake 1
nerves 3
responded 1
beautifully 3
recess 1
sliding 2
panel 2
bellpull 2
drew 3
replaced 1
excuses 1
escaped 1
hesitated 1
narrowly 1
safer 2
overprecipitance 1
alland 1
askedour 1
practically 1
finished 1
care 3
probable 1
satisfaction 1
regain 1
handsand 1
callat 1
wire 2
delaywe 1
stopped 4
searching 1
key 2
saidgoodnight 1
mister 1
holmesthere 1
pavement 6
greeting 2
slim 1
youth 3
byive 1
staring 1
dimly 1
wonder 2
deuce 1
beeniiii 1
night 7
toast 1
coffee 3
roomyou 1
grasping 1
shoulder 2
facenot 1
yetbut 2
hopesi 1
hopesthen 1
impatience 1
gonewe 1
cabno 1
waitingthen 1
simplify 1
descended 1
lodgeirene 1
holmesmarried 1
whenyesterdaybut 1
whomto 1
named 2
nortonbut 1
himi 1
hopes 1
doesand 1
hopesbecause 1
future 2
annoyance 1
loves 1
husband 4
reason 5
majestys 2
planit 1
queen 2
relapsed 1
moody 1
broken 2
avenuethe 1
elderly 2
sardonic 1
broughammr 1
shei 1
companion 4
questioning 4
startled 2
gazeindeed 1
515 1
train 1
charing 1
cross 2
continentwhat 1
staggered 2
chagrin 2
englandnever 1
returnand 1
hoarsely 1
lostwe 1
drawingroom 1
furniture 1
scattered 1
dismantled 1
drawers 1
hurriedly 1
flight 3
shutter 1
plunging 1
letter 6
superscribed 1
esq 1
dated 1
midnight 1
preceding 1
ran 2
waymy 1
holmesyou 2
completely 3
suspicion 1
betrayed 1
warned 1
months 5
reveal 1
suspicious 1
evil 2
actress 1
freedom 1
upstairs 2
walking 1
departedwell 1
celebrated 1
imprudently 1
wished 4
husbandwe 1
resource 1
pursued 1
antagonist 1
nest 1
rest 3
peace 1
loved 1
hindrance 1
cruelly 1
wronged 2
safeguard 1
preserve 1
possess 1
holmesvery 1
truly 2
nee 1
adlerwhat 1
womanoh 1
epistle 1
levelfrom 1
level 2
coldly 1
sorry 3
successful 3
conclusionon 1
inviolate 1
safe 2
firei 1
soi 1
immensely 1
indebted 1
reward 1
ring 3
slipped 1
emerald 1
snake 1
finger 4
held 6
handyour 1
value 1
highly 1
itthis 1
photographthe 1
stared 1
amazementirenes 1
bowed 3
turning 3
chambersand 1
threatened 1
affect 2
beaten 2
wit 1
merry 1
cleverness 1
speaks 1
refers 1
honourable 1
womanadventure 1
leaguei 1
autumn 1
conversation 2
stout 2
floridfaced 1
fiery 2
hair 12
apology 1
intrusion 1
withdraw 1
abruptly 1
closed 5
meyou 1
cordiallyi 1
afraid 4
engagedso 1
sothen 1
roomnot 1
wilson 18
partner 1
helper 2
utmost 2
alsothe 1
bob 1
fatencircled 1
eyestry 1
settee 1
relapsing 1
fingertips 3
custom 1
judicial 1
moods 1
share 1
bizarre 3
conventions 1
humdrum 1
routine 1
everyday 1
relish 1
enthusiasm 1
prompted 1
saying 5
embellish 1
adventuresyour 1
greatest 2
observedyou 1
presented 3
sutherland 4
effects 1
combinations 1
daring 5
effort 2
imaginationa 1
proposition 1
liberty 1
doubtingyou 1
piling 1
breaks 1
acknowledges 1
jabez 9
narrative 4
remark 3
strangest 1
unique 2
connected 3
smaller 1
positive 2
impossible 2
events 3
kindness 1
recommence 1
ask 6
anxious 1
lips 3
rule 4
slight 5
indication 1
guide 1
forced 1
belief 2
uniquethe 1
portly 1
puffed 1
pride 1
dirty 1
wrinkled 3
newspaper 2
greatcoat 1
advertisement 9
column 3
thrust 1
flattened 1
knee 3
endeavoured 1
fashion 5
indications 1
appearancei 1
gain 2
inspection 1
average 2
commonplace 4
british 1
tradesman 1
obese 1
pompous 1
grey 3
shepherds 1
overclean 1
frockcoat 2
unbuttoned 1
drab 1
waistcoat 2
brassy 1
albert 2
square 12
pierced 2
metal 2
dangling 1
ornament 1
frayed 1
faded 3
overcoat 1
velvet 1
collar 2
altogether 2
blazing 2
discontent 1
featuressherlock 1
occupation 1
shook 2
noticed 2
glances 1
obvious 6
manual 2
labour 2
snuff 4
freemason 1
china 3
considerable 5
elsemr 1
companionhow 1
goodfortune 1
gospel 1
ships 1
carpenteryour 1
worked 3
muscles 1
developedwell 1
freemasonryi 1
insult 1
intelligence 1
telling 2
rules 1
arcandcompass 1
breastpinah 1
forgot 2
writingwhat 1
cuff 1
shiny 3
smooth 1
patch 1
elbow 1
deskwell 1
chinathe 1
fish 1
tattooed 1
tattoo 1
marks 1
contributed 1
literature 1
trick 2
staining 1
fishes 1
scales 1
pink 1
addition 1
chinese 1
coin 1
watchchain 1
simplemr 1
heavily 2
clever 1
alli 2
explaining 1
omne 1
ignotum 1
magnifico 1
reputation 1
suffer 1
shipwreck 1
candid 1
wilsonyes 1
planted 1
siri 1
followsto 1
league 13
bequest 1
ezekiah 2
hopkins 2
lebanon 1
pennsylvania 1
vacancy 7
entitles 1
salary 1
4 5
purely 3
nominal 3
body 3
age 4
twentyone 1
eligible 2
apply 6
monday 2
duncan 7
ross 6
offices 5
7 1
popes 3
court 3
fleet 2
streetwhat 1
earth 1
ejaculated 1
announcementholmes 1
wriggled 1
spirits 2
track 2
isnt 1
scratch 1
household 1
effect 3
fortunes 1
dateit 1
april 1
27 1
1890 1
agovery 1
wilsonwell 1
mopping 1
pawnbrokers 4
coburg 3
city 9
affair 3
assistants 2
job 1
willing 3
wages 3
learn 1
businesswhat 1
obliging 1
holmeshis 1
vincent 5
spaulding 7
smarter 1
assistant 13
earn 4
satisfied 1
ideas 1
headwhy 1
employe 1
market 1
price 1
common 1
experience 3
employers 1
advertisementoh 1
faults 1
photography 2
snapping 1
camera 1
improving 1
diving 1
cellar 9
rabbit 1
hole 4
develop 1
pictures 1
main 2
fault 2
worker 1
vice 1
himhe 1
presumeyes 1
girl 2
fourteen 3
cooking 1
keeps 1
place 7
cleanthats 1
widower 1
live 3
roof 1
debts 1
office 13
says 2
lord 1
asks 1
heres 2
worth 3
fortune 2
vacancies 2
trustees 2
wits 1
colour 6
crib 2
stayathome 1
foot 1
doormat 1
didnt 5
oh 6
couple 3
ones 2
occupationswell 1
prick 1
ears 2
extra 1
handy 2
particulars 1
founded 1
american 2
millionaire 1
died 1
enormous 1
instructions 1
berths 1
splendid 1
millions 1
londoners 1
grown 1
town 1
applying 1
light 10
real 2
bright 2
cared 2
sake 1
poundsnow 1
gentlemen 1
tint 2
competition 1
met 7
ordered 1
shutters 1
holiday 1
shut 2
advertisementi 1
sight 4
north 2
south 1
east 1
west 2
shade 2
tramped 1
answer 2
folk 4
costers 1
barrow 1
werestraw 1
lemon 1
brick 2
irishsetter 1
liver 1
clay 10
vivid 1
despair 2
butted 1
stream 2
stair 1
dejected 1
wedged 1
officeyour 1
entertaining 1
refreshed 1
huge 2
pinch 2
statementthere 1
wooden 2
chairs 1
redder 1
words 5
candidate 1
managed 1
disqualify 1
favourable 1
suited 2
requirement 1
recall 1
backward 2
cocked 2
gazed 2
bashful 1
plunged 1
wrung 1
congratulated 1
warmly 1
injustice 1
hesitate 1
tugged 1
yelled 1
pain 1
water 1
released 1
perceive 1
careful 2
deceived 1
wigs 1
tales 1
cobblers 1
wax 1
disgust 1
human 1
filled 2
groan 1
disappointment 1
trooped 1
redhead 1
manager 2
pensioners 1
fund 2
benefactor 2
familyi 1
nothis 1
gravely 1
propagation 1
spread 1
redheads 1
maintenance 1
exceedingly 2
unfortunate 3
bachelormy 1
lengthened 2
thinking 2
objection 1
fatal 1
stretch 1
favour 2
duties 1
awkward 1
twonow 1
friday 3
payday 1
mornings 1
building 1
forfeit 1
forever 1
comply 1
conditions 1
budge 1
leaving 3
avail 1
sickness 1
billet 2
copy 1
encyclopaedia 4
britannica 2
ink 3
pens 1
blottingpaper 1
goodbye 1
congratulate 1
knowing 1
pleased 2
fortunewell 1
persuaded 1
hoax 1
fraud 1
sum 2
copying 2
cheer 1
bedtime 1
reasoned 2
penny 1
bottle 1
quillpen 1
sheets 2
foolscap 2
courtwell 1
delight 1
fairly 2
bade 1
goodday 1
complimented 1
locked 2
methis 1
saturday 5
planked 1
golden 1
sovereigns 1
degrees 1
dared 1
risk 2
loss 1
iteight 1
abbots 1
archery 1
armour 1
architecture 1
attica 1
hoped 2
diligence 1
bs 1
cost 2
shelf 2
writings 1
endto 1
endyes 1
cardboard 2
hammered 1
middle 1
tack 1
yourselfhe 1
piece 1
fashionthe 1
leagueisdissolvedoctober 1
9 1
1890sherlock 1
surveyed 1
curt 1
announcement 1
rueful 1
comical 1
overtopped 1
consideration 1
burst 1
roar 1
laughteri 1
